review,rating
Nice product,5.0 out of 5 stars
This bag is not good at all. The cushioning under the straps is very thin and there is no rain cover. It doesn't seem to be waterproof. I'm returning it,1.0 out of 5 stars
Very nice and quality,5.0 out of 5 stars
"Osum product ,very spacious.best quality as it is shown in the image very satisfied and impressed.👍Best for daily use for office or school perpose.",5.0 out of 5 stars
Good Product but there are no laptop rack and rain cover. It would have been better if there was a laptop rack and a rain cover.,4.0 out of 5 stars
good,4.0 out of 5 stars
খুব ভাল লাগল ধন্যবাদ আপনাকে অসংখ্য। আমি আশা করিনি এত ভালো প্রোডাক্ট হবে ।,5.0 out of 5 stars
"Yes, the product received is exact to what was displayed. But this is an ordinary one. By viewing the name American Tourister, I purchased this bag. Wouldn't have purchased physically. This is the problem with online shopping. You never get the right feel.",3.0 out of 5 stars
It doesnt have any rain cover or any kind of water proofing system.,1.0 out of 5 stars
It's nice my kid like it.,4.0 out of 5 stars
Very good product,5.0 out of 5 stars
Material is best,5.0 out of 5 stars
Halka or majbut hai,3.0 out of 5 stars
Not a bad,3.0 out of 5 stars
Laptop protection missing inside the bag so it's not suitable for laptops,1.0 out of 5 stars
Duzige,3.0 out of 5 stars
"Not as expected
I want best but
it is good",1.0 out of 5 stars
It is very very very light weight..... And water resistantance but I bought it for 899 but it is high cost ... High cost and high quality tq amazon,4.0 out of 5 stars
Layer was to thin,5.0 out of 5 stars
I will use it for trevell and after it I will update it,4.0 out of 5 stars
Brand big but quality nill,1.0 out of 5 stars
 It is 30l bag of America n Tourists. It is Original product. Irt has 1 years of worldwide warranty. It is amazing. It is waterproof,5.0 out of 5 stars
Thik thak,3.0 out of 5 stars
"Writing review after 3 months of daily usage.
Very well stiched and official product from American tourister, the only bad thing about this product that the orange coloured shiny finish tends to wear off after 1 month of use. It has already started chipping from different places. Overall, this bag is a solid 4 out of 5 stars",4.0 out of 5 stars
Good product,5.0 out of 5 stars
Good 👍,4.0 out of 5 stars
Must Buy,5.0 out of 5 stars
Used by my school going (10th grade) son.. this bag has enough space to hold his books.. it's comfortable and good choice,5.0 out of 5 stars
Ok,4.0 out of 5 stars
Good and comfortable as per value,4.0 out of 5 stars
 Large bag . Gud quality. 8th std Books kept in the bag.,5.0 out of 5 stars
Recommended,4.0 out of 5 stars
 Good and excellent school bag. Double cloth inside.,5.0 out of 5 stars
Side grip for Water bottle is not good..,3.0 out of 5 stars
"Very unlikely it is not a fake product but a decent quality product from AMERICAN TOURISTER.If you a 2/3 month rough user with intense work load and you can change your bag after that,hence you can go for it.

But don't expect the premium quality build and straches with quality materials. Because you will betray your faith on them and yourself.So stay out of it you will get better product from other band in this price range.",3.0 out of 5 stars
Didn't find any interesting thing about this bag.,2.0 out of 5 stars
It's good for what amount we are paying. Moreover getting this brands product for this price was great.,4.0 out of 5 stars
Good for the price,4.0 out of 5 stars
"I bought this for my school pourpose but the inner side partition is too low quality and the plastic coating with writings will start tearing the bag is good for low usage

Thx",3.0 out of 5 stars
Very super,4.0 out of 5 stars
"After a few days of purchase, the stitching of the bag opened.",1.0 out of 5 stars
Extraordinary item.... value for money,5.0 out of 5 stars
"Great deal
It's nice bag",4.0 out of 5 stars
Good,2.0 out of 5 stars
"Cheap Price ,Go ahead Guys",4.0 out of 5 stars
Poor quality product. The strap broke In 2 days . Zips are poor quality.,1.0 out of 5 stars
Worst Product. I baught because of price. But it was my mistake. And worst part is ..I am trying to return it since last 20 days. But But no one is coming to pick it up. I have scheduled 5 times my pick up. But no one is coming. And Amazon is not returning my money.,1.0 out of 5 stars
I just use it for two trip and steches open from top not over weight it just normal two heans and tshirts wrost product not orignal,1.0 out of 5 stars
"Light weight bag, good bag",4.0 out of 5 stars
 It's good for college and school boys,3.0 out of 5 stars
It looks original but quality is poor.,3.0 out of 5 stars
Poor quality scratch in bag,2.0 out of 5 stars
This product is just huhhhhhhhhh so amazing and looking at the premium quality of zip make this bag toooooooooo ossum,5.0 out of 5 stars
I have other American Tourister bag and it is of good quality. But this bag is disappointment in the name of good brand. Low quality and Non durable product.,1.0 out of 5 stars
Good for the price. No complaints.,4.0 out of 5 stars
"Durability, nice and strong bag",4.0 out of 5 stars
Good Quality....,4.0 out of 5 stars
It's better than my expectation,5.0 out of 5 stars
Nice product,4.0 out of 5 stars
That's a nice Bag,4.0 out of 5 stars
Superb,5.0 out of 5 stars
Nice product,4.0 out of 5 stars
Used product recieved with BigBazaar bill in the pocket,3.0 out of 5 stars
"Not as much expected
But overall good product",3.0 out of 5 stars
Giod quality and best for traveling,5.0 out of 5 stars
For travelling & light weight it is too good but unfortunately water resistance is not so much impressive,4.0 out of 5 stars
The bag is good. I just received the product so can’t say abt the durability but its AMT so hope it will be durable. In both the pics of amazon & mine u can see that the print on the front side of bag is bright orange but in real eyes they appear dull mostly like reddish orange. To be exact like the colour of brick. Otherwise everything is awesome.,4.0 out of 5 stars
Size is too small not shown as,2.0 out of 5 stars
Good product,4.0 out of 5 stars
"I disliked because the quality is not nice the stiching is not good at all and I don’t Recommended for school use or college use
.",1.0 out of 5 stars
Ok,5.0 out of 5 stars
Quality just better,4.0 out of 5 stars
The product is OK.I can't tell it's genuine American tourists or not.If it is genuine the quality has came down a lot.Last time I bought a AT from Myntra in 2013 has way much more quality.,3.0 out of 5 stars
Seller must have forgotten that this is not cheap bag. It's not even water resistant.,1.0 out of 5 stars
Good quality product as described,4.0 out of 5 stars
Good product,4.0 out of 5 stars
Very good,4.0 out of 5 stars
Good product,4.0 out of 5 stars
"1)The quality what we see in picture ..
And what we get after ordering is some bad..
2)Just ok ok worth of money
3)No rain cover given with it
4)poor packing from Amazon department.. 😑
5)you will love when you use it . ❤️",3.0 out of 5 stars
on the bag that it is water-resistant and it is getting damaged,4.0 out of 5 stars
Quality is good,4.0 out of 5 stars
 Best quality 👌,5.0 out of 5 stars
Good quality light weight,4.0 out of 5 stars
Worth the name-American tourister.,5.0 out of 5 stars
Awesome,5.0 out of 5 stars
The best,5.0 out of 5 stars
The colour which is Grey is getting converted into black,3.0 out of 5 stars
"And another bad thing is in this bag, for laptop their is no extra space. Bag is very light weight and weak outer material means, actual price in our city is RS.300 or Rs. 400",3.0 out of 5 stars
Don't buy for college and school use,1.0 out of 5 stars
Nice,5.0 out of 5 stars
Defenetly buy,4.0 out of 5 stars
"Material feels like rough. I got this at 499. But i was expecting so much from American Tourister. But it is ok for 499, but not for above 700.",3.0 out of 5 stars
 The printed layer has been chipped and looking very bad. Pls replace the bag.,1.0 out of 5 stars
Worst bag !!! Sticker get damaged in a week . The bad riped up from many places .. if you are looking a school bag don't try this one.,1.0 out of 5 stars
Stitches come out and water bottle keeping area is fully torned,2.0 out of 5 stars
Awesome,4.0 out of 5 stars
Good,4.0 out of 5 stars
No,4.0 out of 5 stars
"please don't buy it...
cheap product...
waste of money...",1.0 out of 5 stars
"Veri nice bag . It's material is good. I liked it too much. When the chain is closed ,then water can't goes inside it . It is full water resistant . Nice product in this price.",4.0 out of 5 stars
For school,5.0 out of 5 stars
Excellent,5.0 out of 5 stars
"For traveling purpose it is good & light weight, I don't think it will be fully water proof.........😉",5.0 out of 5 stars
"All about good, but print not good",4.0 out of 5 stars
Good quality,4.0 out of 5 stars
This is low quality febric product,5.0 out of 5 stars
The net used for bottle holder very poor quality,1.0 out of 5 stars
Beg quality is good but size is small. As per size in description 32 liter and wrong description available.,5.0 out of 5 stars
For laptops their is no place,3.0 out of 5 stars
It ouality is no so good,2.0 out of 5 stars
Nyc comfortable,4.0 out of 5 stars
Be safe you watter bottle holder it was teared!,5.0 out of 5 stars
"Thread are coming out, not properly stiching work are very bad, and may be materials was used, low quality",3.0 out of 5 stars
Good product,4.0 out of 5 stars
Good,4.0 out of 5 stars
 Not bad but ok ok,3.0 out of 5 stars
Really spacious and light weight bag. Useful for travelling as the big and small compartments serves the purpose of packing effectively.,4.0 out of 5 stars
Just ok..,4.0 out of 5 stars
Good Quality in this price. I expected high cost as a big brand name. But it is very difficult to get a good bag at this rate. If you are looking for this kind of bags in under 1000 Rs. JUST GO FOR IT.,4.0 out of 5 stars
Very very good product .....but I gave one star less cause it should had the laptop case in this price range,4.0 out of 5 stars
"It is good bag, durable , water resistant and light weight too, the only issue is this bag has no backbone. If u keep it somewhere it will bend or fall but it won't stand straight. And besides this issue there is nothing else to worry abt. It's really good bag",4.0 out of 5 stars
"Good product,good print and nice colour",2.0 out of 5 stars
"@999/- the bag seems okay for the price. Cloth quality is cheap and very thin. Stitching is okay. Under heavy weight the bag will surely tear off. Not usable on a longer run. Its made to carry very light material - maybe just for clothes. Books, laptop, chargers, nothing of that sort should be carried in it due to flimsy tearable build quality. Not recommended as a school bag at all. Stay away! Look elsewhere.",1.0 out of 5 stars
Quality is average.Not for long durabilit.Average product.,3.0 out of 5 stars
"I am using American Tourister bag it's quality is good and it is strong. But this item is bit Bad quality, They doesn't meet the expectations and quality etcc.....",3.0 out of 5 stars
"Nice bag,but money is high for this bag",4.0 out of 5 stars
Nice bag,4.0 out of 5 stars
Nice and Easy to carry,3.0 out of 5 stars
With brand name like this not expected quality like this very bad experience.,2.0 out of 5 stars
Perfect,5.0 out of 5 stars
Not good quality as per expected,1.0 out of 5 stars
Best choice,5.0 out of 5 stars
Small but good,3.0 out of 5 stars
"Not water restistent, light weight, fabric is not as good as I have expected! Overall good.",4.0 out of 5 stars
If you want this bag go for it. I have done quite some research and I think this color pallete choosen by the designers is fantastic. It is nothing too fancy yet it looks good. I bought it for my parents and they loved it. Ma was kind of skeptical about it as it is one of the lightweight bags. But if you are not going to literally overload things the bag it will be just fine. Water resistance is quite normal nothing anything fancy to talk about it. Just good enough for occasional use.,5.0 out of 5 stars
Quality is poor,4.0 out of 5 stars
"I liked everything about this bag but the zips could be a little bit stylish like wildcraft bags and this is not completely water resistant,it can control only a little water if it's more the water goes in and I think it was good if i had a laptop compartment in this bag except that it is an excellent bag for schools and colleges",4.0 out of 5 stars
Yeah absolutely stunning and durable. No more words to say thumps up.,4.0 out of 5 stars
Cofartable for coaching students,4.0 out of 5 stars
Not original american tourister poor material,3.0 out of 5 stars
Over priced,2.0 out of 5 stars
"Best quality, color and value",5.0 out of 5 stars
"The bag quality is very good and product is valuable in this price.
The delivery product very fast from amazon.",5.0 out of 5 stars
As photographs no laptop section,4.0 out of 5 stars
Seems not original,3.0 out of 5 stars
It looks good and very light in weight,3.0 out of 5 stars
The quality of this bag is not good according to price.,2.0 out of 5 stars
product,5.0 out of 5 stars
Color is gud and for traveling it's light weight bt should b improved in water proof or resistance,3.0 out of 5 stars
I will definitely use this in my travelling,5.0 out of 5 stars
"I Really loved this Bag good material, and super stylish light, weight more Convenient for travel and Business purposes in such a Great Price. But now I returned the Bag for Upgradation.

Thanks to Amazon's friendly and easy 30 Days Return Policy Where the returns Made Easy!",5.0 out of 5 stars
This bag is superb and recommended for class 10 student 🙂🔥🔥🔥,5.0 out of 5 stars
Value for money so good,4.0 out of 5 stars
"Fast delivered, good space, seem rough & ruf
But made in China 😠😡",3.0 out of 5 stars
Its not the way i expected....,3.0 out of 5 stars
Very goof,4.0 out of 5 stars
Product is good but wanted laptop bag,4.0 out of 5 stars
It's not water resistant. Your stuff is gonna wet at the time of rain 🌧🌧,1.0 out of 5 stars
Low quality but yes it can go for 6 months,3.0 out of 5 stars
"Not worth in money. Very cheap quality..
here looking good.. but am received like rubbish quality.
Thanks amazon!
In future don't recommendation anyone to buy online like this product.",2.0 out of 5 stars
Bag is cool and light weight. I purchased for laptop but there is no dedicated place for keeping the laptop,3.0 out of 5 stars
This product I am using one months back qualities very low and fully damage,1.0 out of 5 stars
Good,4.0 out of 5 stars
It's not a water proof,3.0 out of 5 stars
Material and look is not satisfactory...looks like duplicate brand...,3.0 out of 5 stars
Like,3.0 out of 5 stars
Ok,4.0 out of 5 stars
I dislike the quality it's price should be 400,3.0 out of 5 stars
Light weight and sturdy. Size is also good.,3.0 out of 5 stars
Poor qualit,3.0 out of 5 stars
Started tearing apart on sideways just after a month of buying ☹️☹️☹️,3.0 out of 5 stars
"Yes this is actually a light weight bag having a good quality of material.
It's not that much water resistant but it has rubber coated material on front pocket which resists water very well.
Enough amount of space and pockets with bottle holers both side.
Lookwise it's decent in a funky way. Can hold packing of 3-4 days ( may be of a week for some boys 😂)",4.0 out of 5 stars
Good,4.0 out of 5 stars
Worthy buy.,4.0 out of 5 stars
"Low water resistant, but very light weight.",4.0 out of 5 stars
Offer one to two mouth it is damage some place,3.0 out of 5 stars
"Picture product and received product different, no any pockets in bag and very small size,",1.0 out of 5 stars
Nice,3.0 out of 5 stars
Good Product,4.0 out of 5 stars
It looks great,4.0 out of 5 stars
"Good product this price range
I am my old AT Bag 3 years long use",4.0 out of 5 stars
Bag is good like capacity is perfect but i am feeling that quality is not upto the mark.,4.0 out of 5 stars
Internal quality is very poor. Not meet the expectations. But ok. It can be affordable at 599.,3.0 out of 5 stars
Good but not best,3.0 out of 5 stars
Don't expect it as a quality product. It's an average product,3.0 out of 5 stars
Nice product,4.0 out of 5 stars
0% Water resistant. 100% water absorbant. Rain cover is MUST during monsoon. Stylish. Big on space. Ideal for travelling and even for small treks.,4.0 out of 5 stars
Good,4.0 out of 5 stars
It is a good bag got it cheap best in that price quality is also great,4.0 out of 5 stars
Not satisfied with quality of American tourister. Quality does not match price. Much better quality bags are available in market even on lower rate. I would never buy another.,3.0 out of 5 stars
"Just ഫീൽ like copy of the product.

Not american touristor standared.",2.0 out of 5 stars
Good product,4.0 out of 5 stars
Bad quality,2.0 out of 5 stars
value for money,5.0 out of 5 stars
packing is not good. Can be use for 1.5 years. Quality is good. You can buy this product. It is good for the price.,4.0 out of 5 stars
Nice,4.0 out of 5 stars
Good,5.0 out of 5 stars
"All good , bag is in good condition after 1 month usage . Comfortable , light weight , same to same as shown in picture , I m happy with the product . Suitable for carrying cloths for holidays(3/4) and around 10 books/copies . From my side just go for it .",5.0 out of 5 stars
"Excellent 👌 light weight......nice quality
Almost all features r perfect.and value for money..I bought this item for 800.very nice to office purpose..all ok but laptop shelf is not available....",4.0 out of 5 stars
Water resistant not working and totel bag cloth are thin,1.0 out of 5 stars
Perfect backpack for college students.price worth it.bag shown in the image similar that I get.,3.0 out of 5 stars
"It is sturdy and comfort to hold on to our back..and it's light weight, I bought it for my laptop and it's 17"" inch it fits well it this bag and drawback is it has no rain cover..overall it is good to buy",4.0 out of 5 stars
"Bag started tearing from front within 4 months, very bad experience. Quality is too bad. Can't expect with the top brand.",1.0 out of 5 stars
"Good quality and durable, worth buying it",5.0 out of 5 stars
Look so coool,5.0 out of 5 stars
super quality,5.0 out of 5 stars
Using this bag last 7 month best quality and nice product,4.0 out of 5 stars
Good product,4.0 out of 5 stars
"Ok let me clear you every topic step by step ! Please don't trust order
1) light weight
2) it's original
3) i just got that next day(within22 hours)
4) made in china product(so can boycott that)
5) not waterproof,no cover
6) easy to carry,graphic are in good shape!
7) students can use this back not school kids because i m sure about how much weight it can carry easily
8) at this price , you will buy some other chinese products so you can go for this
9) rating will be 4.5 from 5 stars . Money should be nearby 600",5.0 out of 5 stars
It's may not be fit for school also.,2.0 out of 5 stars
"Writing tjis review after using this product for some weeks
First i have to say one thing that this is absolute worth for money
Its water resistant and they are also providing a rain coat with it
It's user friendly bcz its light weiaght and have enough space for keeping the things in
It's perfect for school, office, and travel purposes
My younger brother is also using this product
It's absolutely perfect for any purposes and for all age group",5.0 out of 5 stars
The only thing I was somewhat disappointed is with the colour on the front it doesn't look like what we see in pic it's somewhat different,4.0 out of 5 stars
 Not of good quality Has scratches at many places,2.0 out of 5 stars
"Average , I expected a compartment for laptop but i did not find it in this bag",3.0 out of 5 stars
Very bad,1.0 out of 5 stars
Great Product,4.0 out of 5 stars
"This product is good. But it does have many flaws. First of all the Sticthing is not upto the mark. Secondly it doesn't have a laptop carrying space( it is mentioned in the specs also). Thirdly the material which is used is not that good especially the interior spaces.
The good part is it is very much light weighed. Abundance of space for a bag of this size. For 850₹ this bag is ok. First look is stylish.",3.0 out of 5 stars
Its not attractive but its ok ok,3.0 out of 5 stars
"i want to return this product waste of money 💰
amazon not support",1.0 out of 5 stars
"Ordered this for my niece who is in class 9, she liked it as it can fit all her stuff and is easy to carry. All the zips and pockets are still working without any issue after 4 months. But now it's not being used very much as all the schools are shut indefinitely. But the bag is good , there is no issue that we faced.",5.0 out of 5 stars
"As a brand of AT, i thought that it would give something which match the brand value. But it was a disappointment for me as the quality of the material used in this is very cheap. Even the cloth which is used in this as a partition for different section is also very thin. Personally I don't like this product.",2.0 out of 5 stars
polyester quality is not up to expectation,2.0 out of 5 stars
Nice,4.0 out of 5 stars
"i like the leather of this bag and nice polished sip and i just buy this bag for school
i think it is a good suitable bag for me",5.0 out of 5 stars
" It been approx 8 to 9 months since I purchased this beauty bags and I not found any kind of defects in daily uses except the base material used in this bag is not good quality and one more thing is bag's side pocket or bottle handle's elastic is not that great.

Thank you",4.0 out of 5 stars
Product Quality has to be more good in Quality in terms of the polyester material which is used in it has to be good in Quality as by looking the bag it seems the outer material is sensitive amd will tear easily but in such a way after testing from 2or 3 times it is good as it last long in 800 its Wroth of it #Amrican_tourister,5.0 out of 5 stars
"Loved the quality, using it on the daily basis from past many months, not a single torn yet",4.0 out of 5 stars
Overall the product is very good,5.0 out of 5 stars
Made in china product.. Inner sheet is very bad.. Not water resistance.. Average product..,3.0 out of 5 stars
"product is as described...... delivary and packaging no issue.......no words to complain....i bought it at 1100 urgently which is overpriced.... you can buy this bag at rupees 799 or 849 !!!

take my advice and wait for sale😀😀",4.0 out of 5 stars
good product,5.0 out of 5 stars
Side Pocket damage and image attached FYR.,1.0 out of 5 stars
Very attractive colour and best quality light weight material used.,5.0 out of 5 stars
Small size unfit for traveling,3.0 out of 5 stars
"Bag was safely packaged,
Bag is as same as it is shown in the image.
Bag quality is very nice, 4 compartments, & a bottle holder.
Belt quality is good,
Specially it is light weight with tough durability, thats best for traveling purposes.
Also it is water resistant like sprinkling rain couldn't affect it at all.
But normal rain and heavy rain might get in.

All over as a backpack its compartment are quite spacious.",5.0 out of 5 stars
Good one you can go for it,4.0 out of 5 stars
It's good but not best...ok product.,3.0 out of 5 stars
"Only its water resistance is not upto the mark. In heavy rains, it fails. Otherwise, best product for keeping clothes for travelling purpose or even keeping heavy items in it.",5.0 out of 5 stars
"Ok,ok,not very good as price",3.0 out of 5 stars
Good light weight product,4.0 out of 5 stars
Good quality on outer side. Inner material is good but could have been better. Water resistant is good but not the best atleast at this price point they could have given a good material. Overall good looking and light weight.,4.0 out of 5 stars
bag is good but rain water cover is missing pl provide the same so that books remain safe in rainy day,1.0 out of 5 stars
Don’t buy it worst product as American tourister,1.0 out of 5 stars
Overall good product. Light weight. Same as picture. Bright colour. Satisfied. ☺,4.0 out of 5 stars
Bag quality is too bad,1.0 out of 5 stars
Good product value for money.,4.0 out of 5 stars
"The product is good for one person and can be used for multiple purpose (office/leisure travel,etc.)

Light in weight
Very good material
Value for money

Only thing that I didn't like that the laptop compartment was missing. Else everything is good.",4.0 out of 5 stars
Nice 👍 👍👍👍,3.0 out of 5 stars
Didn't do the water resistant test yet. But the bag looks good and the quality is quite satisfying. Best buy for sure and it will last for atleast for 2 years,4.0 out of 5 stars
"I never thought that I'll get such a good bag online. I've been using it for 3 months and there's no change in the condition.
Good to go product.",5.0 out of 5 stars
"the inside length for keeping long files is only 45cm. even though the length is 48-49 cms.
but the largest file you will be able to fit is 45cm.",4.0 out of 5 stars
Nice Original Bag!,5.0 out of 5 stars
nice but price toda jiyada he,3.0 out of 5 stars
It is really good product,5.0 out of 5 stars
"Bag quality is good but I expected it to be excellent.it is good for students and travelling and it comes with a warranty card.
Loved it..",4.0 out of 5 stars
Skin lose,3.0 out of 5 stars
it is a good product and it can be used anywhere having lightweight,5.0 out of 5 stars
"It's quality is awesome(durability)
Print in not going to fade
Looks - 5 out of 5
Comparable and perfect size
Good storage capacity (3 blocks)",5.0 out of 5 stars
Good,4.0 out of 5 stars
Average product quantity . Laptop compartment is missing. After one month use.,2.0 out of 5 stars
Very low quality very pathetic,1.0 out of 5 stars
I like the bag and I share my bag with my friend and then he like bag and he also purchase the same one,5.0 out of 5 stars
Nice,3.0 out of 5 stars
"Every shade of the one colour was different , poor material but its lightweight and durable",3.0 out of 5 stars
For college purpose,3.0 out of 5 stars
Very good quality,5.0 out of 5 stars
"Amazon not provides warranty cards.
pls provide the same.",3.0 out of 5 stars
Useful,3.0 out of 5 stars
"When I buy it it shows a good cloth
Cloth is of low quality
The is bag also looking dirty after one week of use",1.0 out of 5 stars
Good,5.0 out of 5 stars
The bag is very light weight and its looks so cool. At the first sight i think its cant carry much weight but after that i put 15 kg weight and hang it for 2-3 hours and the bag easily passed that test. And due to this pandemic situation i cant travel with this bag but i think it may pass the extreme travel condition. Nothing say about water resistance. But at last im pleased with the product.,5.0 out of 5 stars
 This is the worst bag I have seen in my life you said that it is water proof but my bags and all the things have been full of water what can I do 👎 now? STUPID,1.0 out of 5 stars
Nice quality with light wright,4.0 out of 5 stars
The bag is overall good.I bought this at 1199/-.It has enough space to fit several books.Decent build quality.But it does not come with Laptop compartment which is quite disappointing.It is water resistant but my books were a little wet at the corners while I was struck under heavy rain.Water bottle compartment should have more tight elastic to hold the bottle tightly in its place.,4.0 out of 5 stars
Quality is not up to mark,3.0 out of 5 stars
It is a very good bag specially for college and school and it is light weight product. Thank you Amazon for a good quality product,5.0 out of 5 stars
No dislikes only like and amazing 🤩💕🤩💕,5.0 out of 5 stars
Best in the price range,3.0 out of 5 stars
average,3.0 out of 5 stars
Poor quality,3.0 out of 5 stars
Just ok not very good,3.0 out of 5 stars
Need to improve better quality,2.0 out of 5 stars
" It's an useful to college students and have a big space , I was panicked to get this product because of older revives , but it's good and I got a god mediam quality bag it's kk of our money 💰",4.0 out of 5 stars
Good one,5.0 out of 5 stars
It's best bag best bazat,5.0 out of 5 stars
"It is a good bag light weight and the stickers will not fade I am using it for 6 months. honest review the bag is good for that price so much spaces inside the bag I am using it every day the packaging is very good I love this bag nice design. And the stitches are very tough good product from American Tourister.
I had not faced any problems while using this bag till now. The bag is not water resistant. Value for money",5.0 out of 5 stars
Its ok for travelling,5.0 out of 5 stars
Light weight,5.0 out of 5 stars
Good,3.0 out of 5 stars
Accept,3.0 out of 5 stars
"I like this product
Loved it
Superb.",4.0 out of 5 stars
"Overall Looks good but design could have been more appealing.
Bag is spacious which can easily hold stuffs for a small getaway trip.
Also, I liked the separate bottle compartment given by American tourister. Looks cool.",4.0 out of 5 stars
 Superb 🤗,5.0 out of 5 stars
Super bag,5.0 out of 5 stars
Normal material. Cushning is normal.not as branded bags.i think only for clothes and other light weight materials.,3.0 out of 5 stars
It is a good product,3.0 out of 5 stars
Bought it for Monsoon but No rain cover and average material - returned despite having bought it for deep discount during prime day sale,1.0 out of 5 stars
" कट गया बेग इतना जल्दी सिलाई भी बेकार ह
कॉपी भेजी ह आपने बेग की",1.0 out of 5 stars
Gave me very very bad experience,1.0 out of 5 stars
Hope it will be good.,4.0 out of 5 stars
"Personally, i like this bag, it has more slots for pen, wallet .... But water resistance is some what ok, for that i given only 3 star.... But basic level water spill over on bag is okay, but rain and all not at all useful",5.0 out of 5 stars
It's good bag,3.0 out of 5 stars
Light weight,4.0 out of 5 stars
Don't purchase it is duplicate,3.0 out of 5 stars
Big and light weight,4.0 out of 5 stars
 Not a good product,1.0 out of 5 stars
I like it. Its good for traveling and its light weight.,3.0 out of 5 stars
I am also the one of you who look for reviews and bought this and trust me it will be the best choice,5.0 out of 5 stars
"The colour is not as bright as shown in the images its very fade,the straps have very less cushioning and the bag material also feels cheap, padding is not adequate you can find better quality bags than this in your nearest store,dont go fot it.",3.0 out of 5 stars
 All over good,5.0 out of 5 stars
It's good but a little bit costly.,5.0 out of 5 stars
"This bag is so nice regarding quality at price of 899₹, zips are of good quality, but the bottle holding part on both sides will become looose that they can't hold a bottle after few days. As I used this same bag before also.",4.0 out of 5 stars
Good performance,4.0 out of 5 stars
The quality was very good and all the details mentioned are accurate. Good for school bags or day to day backpack.,5.0 out of 5 stars
Worth for the cost and i like this bags very much,5.0 out of 5 stars
"It's a good enough bag. Not sure if it is original or not, but serves the purpose very well. Been using this bag for around 2 years.",3.0 out of 5 stars
"Good quality❤. Useful for students. Can use this bag for schools, travel, colleges and so on. Liked the product very much👍👍. Worth for money😀🤩",5.0 out of 5 stars
Cheap Quality,3.0 out of 5 stars
Nice .light weight.,4.0 out of 5 stars
Good working condition ok,4.0 out of 5 stars
The bag does not have a separate laptop compartment in the third chain even if the video mentions the same. The overall quality is not good. Do not buy this product.,1.0 out of 5 stars
"Good quality and the only draw back Is no included rain cover.
Rest of that good bag at this price range",4.0 out of 5 stars
Don't by I got duplicate product with very cheap quality,1.0 out of 5 stars
Nice product in affordable price I bought it at Rs.799 (32L)material like standard quality i think its water resistance you can use it for travel purpose........Thank you Amazon.,4.0 out of 5 stars
NYC,4.0 out of 5 stars
"Here are some points to remember :
° Personally bought it for 670 rs.
° Good stiching.
° Small Chain keys.
° No reversed zip on main compartments.
° The front green zipped pocket is useless as it is very small in size and has been cut from the inner pocket.
° No laptop compartment.
° Weighs 410 gms.
° Has organizer without chain.
° No raincover.
° Not waterproof.
° Bottom padding made of cardboard.
° Top handle padding is not very 'well padded'.
° Flimsy polyester material.
° Priced this much only for AT brand name.
° The bag's cost without the brand name should be 400 rs.
Please see the pics for your reference.

Thanks for reading my review.
Please smash the ""Helpful"" button in your smartphone if you find this helpful ! :)
Have a great day ahead !",3.0 out of 5 stars
Easy to carry,5.0 out of 5 stars
"Bag is very good, quality is good, American tourist name is enough. Just what the thing lacking is there is no separate compartment for laptop, but that they clearly stated in features, so its my fault, i should have checked it carefully, rest the product is awesome.
Now one problem is regarding warranty, i got the warranty card but the warranty certificate is empty, no dealer stamp no purchase date nothing, so how can use my warranty duration, please reply.",4.0 out of 5 stars
"Not 2K+ product. I bought for 799rs. Worth for money.
Very spacious bag. Perfect for 2 days trip.
Quality is average. Stitching is average. Finishing is average.",4.0 out of 5 stars
"Good value for money, good for short travel. Quality is ok, not so good not so bad. Considering the price and capacity it's a good product.",4.0 out of 5 stars
Good product 👍,3.0 out of 5 stars
Quality is very cheap,1.0 out of 5 stars
It was a light weight easy to travel all over the place and it's water resistance make the inner things safe better then others,4.0 out of 5 stars
"likes
I like the look of the bag. it is water resistace and have 3 compartment which is very good it is lightweight bag which is good for travalling purpose...
dislikes
I didn't like the build quality of the bag .
its buildquality is very poor in this price range.
laptop compartment is not provided.
there is no raincoat provided.

so overall I can suggest you that, you can move to safari bagoacks they are much better in this price range.",3.0 out of 5 stars
"It is smaller than expected...and doesn't look premium. However, stitching is good.",3.0 out of 5 stars
"It just Amazing bag, i am using since last 2 years still as same as deliver.",4.0 out of 5 stars
Duplicate product,3.0 out of 5 stars
"I bought this bag a few days ago. I was very excited as it was an AT bag but on recieving the bag, I was disappointed. It's polyester material is very thin and also the stitching seemed shady. Requested a refund today. This is a nice bag, don't get me wrong, but for a kid in 4th standard.",3.0 out of 5 stars
Nice,3.0 out of 5 stars
Shuvo Sikdar said its good,4.0 out of 5 stars
"The product is really awesome and stylish by looks. It was packed well and delivered before time by Amazon. A great thanks for this.
Coming to product the bags is big enough to fulfil your travel needs for a day or two. The inside material of bag is of bit low quality and feels like it won't stay for long. Overall this will be a good choice and good enough for travelling and office needs.",4.0 out of 5 stars
Good product.,4.0 out of 5 stars
Material is low quality,1.0 out of 5 stars
Good product,4.0 out of 5 stars
Waste bag ever,1.0 out of 5 stars
Op,5.0 out of 5 stars
